ID,Similarity,A,B
58,3.1787837612,"I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on.","Oh, um, my understanding is that the vision of the library is to provide access to information to support the research and teaching needs of the campus community. Sure, okay, um, I, I don't know that I can really elaborate on that primarily, um, except that, um, ya know, our, our role here in the, um, in special collections is to, um, do all, ya know, provide access to information for teaching and research but also to preserve, ya know, rare and unique materials. Um, and I think that a really big part of that vision is, um, has to do with accessibility to resources, to, um, ya know, the reference librarians to the physical library itself, um, and just making sure that we are, ya know, a very bustling hub of activity as far as that's concerned, um, just in relation to, ya know, providing a place for students to study and, um, ya know, making resources and space available and stuff like that."
59,3.473788395,"I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on.","Yeah. Well I think it is to, um, provide effective and efficient service for our users, um, in a friendly manner. I think that we also strive to be on the cutting edge as far as using technology to deliver those services."
60,2.879641014,"I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on.","To provide information to students. In terms of research access or research access, either one. Access to information?"
62,3.163795466,"I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on.","I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty."
63,3.8593860902,"I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on.","Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community."
64,3.6804772862,"I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on.","Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication."
65,3.4607897814,"I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on.","Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?"
66,3.5895632167,"I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on.","The overall state? Oh, I think as being a research center for both students and faculty. The place where they turn for their research needs. The portal, for lack of a better term. I think that we really worked hard to get a mission statement that was over-arching. It didn’t make us appear to be information geeks.  We acknowledge that we want to be a gathering place for students. But also, that we serve as the portal.  The place where they can go to get information, they can go to ask about information, and they can go to be trained in how to find information and evaluate it."
67,3.466747926,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","I think of it as sort of like an, um, oh, ah, it is sort of an information clearing house. We want to sort of be all things to all people; students, public, faculty. But it's also a place, so a place where people come to do all those things. It's not just where you acquire all the things but where, ya know, you come to actually find out the information. What, even if the information is not in house."
68,3.515145452,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","That's okay. I, I think what I understand is the library's vision is to create an environment that's accessible and inclusive and, ah, that encourages people not only to, ah, learn, ah, at their own pace and on their own, in their own way but also to, ah, reach out for help and to provide assistance and teaching for true people that need it and in the case advising to some classes on whether they don't think they need it or not cause it's mandatory. But, I, I think it's, ah, it's definitely along those lines of an open inclusive environment. Diversity ...."
69,3.3938858529,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","Oh, um, my understanding is that the vision of the library is to provide access to information to support the research and teaching needs of the campus community. Sure, okay, um, I, I don't know that I can really elaborate on that primarily, um, except that, um, ya know, our, our role here in the, um, in special collections is to, um, do all, ya know, provide access to information for teaching and research but also to preserve, ya know, rare and unique materials. Um, and I think that a really big part of that vision is, um, has to do with accessibility to resources, to, um, ya know, the reference librarians to the physical library itself, um, and just making sure that we are, ya know, a very bustling hub of activity as far as that's concerned, um, just in relation to, ya know, providing a place for students to study and, um, ya know, making resources and space available and stuff like that."
70,3.38979844,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","Yeah. Well I think it is to, um, provide effective and efficient service for our users, um, in a friendly manner. I think that we also strive to be on the cutting edge as far as using technology to deliver those services."
71,1.7802573894,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","To provide information to students. In terms of research access or research access, either one. Access to information?"
72,3.1203628086,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on."
74,4.0293967348,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community."
75,3.5223962145,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication."
76,3.3275641657,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?"
77,3.3144199429,"I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty.","The overall state? Oh, I think as being a research center for both students and faculty. The place where they turn for their research needs. The portal, for lack of a better term. I think that we really worked hard to get a mission statement that was over-arching. It didn’t make us appear to be information geeks.  We acknowledge that we want to be a gathering place for students. But also, that we serve as the portal.  The place where they can go to get information, they can go to ask about information, and they can go to be trained in how to find information and evaluate it."
78,3.8795221748,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","I think of it as sort of like an, um, oh, ah, it is sort of an information clearing house. We want to sort of be all things to all people; students, public, faculty. But it's also a place, so a place where people come to do all those things. It's not just where you acquire all the things but where, ya know, you come to actually find out the information. What, even if the information is not in house."
79,3.7653443662,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","That's okay. I, I think what I understand is the library's vision is to create an environment that's accessible and inclusive and, ah, that encourages people not only to, ah, learn, ah, at their own pace and on their own, in their own way but also to, ah, reach out for help and to provide assistance and teaching for true people that need it and in the case advising to some classes on whether they don't think they need it or not cause it's mandatory. But, I, I think it's, ah, it's definitely along those lines of an open inclusive environment. Diversity ...."
80,3.7298217489,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","Oh, um, my understanding is that the vision of the library is to provide access to information to support the research and teaching needs of the campus community. Sure, okay, um, I, I don't know that I can really elaborate on that primarily, um, except that, um, ya know, our, our role here in the, um, in special collections is to, um, do all, ya know, provide access to information for teaching and research but also to preserve, ya know, rare and unique materials. Um, and I think that a really big part of that vision is, um, has to do with accessibility to resources, to, um, ya know, the reference librarians to the physical library itself, um, and just making sure that we are, ya know, a very bustling hub of activity as far as that's concerned, um, just in relation to, ya know, providing a place for students to study and, um, ya know, making resources and space available and stuff like that."
81,3.5089321502,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","Yeah. Well I think it is to, um, provide effective and efficient service for our users, um, in a friendly manner. I think that we also strive to be on the cutting edge as far as using technology to deliver those services."
82,2.9074344752,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","To provide information to students. In terms of research access or research access, either one. Access to information?"
83,3.5819317075,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on."
84,3.7199693245,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty."
86,3.69252791,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication."
87,3.6476117242,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?"
88,3.5712441235,"Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community.","The overall state? Oh, I think as being a research center for both students and faculty. The place where they turn for their research needs. The portal, for lack of a better term. I think that we really worked hard to get a mission statement that was over-arching. It didn’t make us appear to be information geeks.  We acknowledge that we want to be a gathering place for students. But also, that we serve as the portal.  The place where they can go to get information, they can go to ask about information, and they can go to be trained in how to find information and evaluate it."
89,3.8322117697,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","I think of it as sort of like an, um, oh, ah, it is sort of an information clearing house. We want to sort of be all things to all people; students, public, faculty. But it's also a place, so a place where people come to do all those things. It's not just where you acquire all the things but where, ya know, you come to actually find out the information. What, even if the information is not in house."
90,3.8391005558,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","That's okay. I, I think what I understand is the library's vision is to create an environment that's accessible and inclusive and, ah, that encourages people not only to, ah, learn, ah, at their own pace and on their own, in their own way but also to, ah, reach out for help and to provide assistance and teaching for true people that need it and in the case advising to some classes on whether they don't think they need it or not cause it's mandatory. But, I, I think it's, ah, it's definitely along those lines of an open inclusive environment. Diversity ...."
91,3.8007327631,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","Oh, um, my understanding is that the vision of the library is to provide access to information to support the research and teaching needs of the campus community. Sure, okay, um, I, I don't know that I can really elaborate on that primarily, um, except that, um, ya know, our, our role here in the, um, in special collections is to, um, do all, ya know, provide access to information for teaching and research but also to preserve, ya know, rare and unique materials. Um, and I think that a really big part of that vision is, um, has to do with accessibility to resources, to, um, ya know, the reference librarians to the physical library itself, um, and just making sure that we are, ya know, a very bustling hub of activity as far as that's concerned, um, just in relation to, ya know, providing a place for students to study and, um, ya know, making resources and space available and stuff like that."
92,3.6558548601,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","Yeah. Well I think it is to, um, provide effective and efficient service for our users, um, in a friendly manner. I think that we also strive to be on the cutting edge as far as using technology to deliver those services."
93,2.5288579188,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","To provide information to students. In terms of research access or research access, either one. Access to information?"
94,3.4375225841,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on."
95,3.3180658119,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty."
96,3.7132720943,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community."
98,4.0555188625,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?"
99,4.03671924,"Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication.","The overall state? Oh, I think as being a research center for both students and faculty. The place where they turn for their research needs. The portal, for lack of a better term. I think that we really worked hard to get a mission statement that was over-arching. It didn’t make us appear to be information geeks.  We acknowledge that we want to be a gathering place for students. But also, that we serve as the portal.  The place where they can go to get information, they can go to ask about information, and they can go to be trained in how to find information and evaluate it."
100,4.0504845801,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","I think of it as sort of like an, um, oh, ah, it is sort of an information clearing house. We want to sort of be all things to all people; students, public, faculty. But it's also a place, so a place where people come to do all those things. It's not just where you acquire all the things but where, ya know, you come to actually find out the information. What, even if the information is not in house."
101,3.8441867021,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","That's okay. I, I think what I understand is the library's vision is to create an environment that's accessible and inclusive and, ah, that encourages people not only to, ah, learn, ah, at their own pace and on their own, in their own way but also to, ah, reach out for help and to provide assistance and teaching for true people that need it and in the case advising to some classes on whether they don't think they need it or not cause it's mandatory. But, I, I think it's, ah, it's definitely along those lines of an open inclusive environment. Diversity ...."
102,3.855235934,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","Oh, um, my understanding is that the vision of the library is to provide access to information to support the research and teaching needs of the campus community. Sure, okay, um, I, I don't know that I can really elaborate on that primarily, um, except that, um, ya know, our, our role here in the, um, in special collections is to, um, do all, ya know, provide access to information for teaching and research but also to preserve, ya know, rare and unique materials. Um, and I think that a really big part of that vision is, um, has to do with accessibility to resources, to, um, ya know, the reference librarians to the physical library itself, um, and just making sure that we are, ya know, a very bustling hub of activity as far as that's concerned, um, just in relation to, ya know, providing a place for students to study and, um, ya know, making resources and space available and stuff like that."
103,3.5615586448,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","Yeah. Well I think it is to, um, provide effective and efficient service for our users, um, in a friendly manner. I think that we also strive to be on the cutting edge as far as using technology to deliver those services."
104,2.748186831,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","To provide information to students. In terms of research access or research access, either one. Access to information?"
105,3.3023122543,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","I think it's to be an integral part of the, of Towson University, um, the whole culture and identity. Um, it means to (inaudible), evolve, and change as, as that institute evolves and changes and because change is the only constant from now on."
106,3.2373307949,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","I would say that our vision or ultimate goal is to support the study that goes on here at Towson and to help develop information literacy, um, among students, staff, and faculty."
107,3.6845760093,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","Our vision is to be, ah, a, hmm, let me think here… We actually have a formal vision statement, which I have not memorized. In general our vision is to be, um, high qual... To be and to provide high quality support to our students, our faculty, our staff. In other words the, the overall Towson University community. To provide high quality support services, resources, um, to further the academic and scholarly endeavors of our community."
108,4.0548384567,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","Our vision is to ultimately… Um, for students, we have, it's a parallel vision. For students the ultimate vision is to, um, be sure that they are information independent in a sense that they are able to find the information that they need to make critical judgements about what they do find and then to be able to use the information for the purpose of solving an intellectual career or personal problem. So that's, that's, that's our end-game. That's what we really want to do. I'm sorry, and then for the faculty we want to, um, help them be successful at the teaching and research and publication."
110,3.960240856,"Oh my gosh, well, we are strategic planning now. We've gotten that written down somewhere but things that are in the mission and the vision include access to materials, making them available, making them discoverable, findable, making them things that can be easily delivered, and most of these things are, ah ya know, information that people want for lifelong learning, information that people want for specific research interests, ah, and also to facilitate communications in the forms of scholarly communication or publishing or, ya know, whatever, so we're supporting academic enterprise as a place to find and access information, process it, and analyze it, and presumably produce it in some cases. Concise isn't it?","The overall state? Oh, I think as being a research center for both students and faculty. The place where they turn for their research needs. The portal, for lack of a better term. I think that we really worked hard to get a mission statement that was over-arching. It didn’t make us appear to be information geeks.  We acknowledge that we want to be a gathering place for students. But also, that we serve as the portal.  The place where they can go to get information, they can go to ask about information, and they can go to be trained in how to find information and evaluate it."
111,3.6820565069,"The overall state? Oh, I think as being a research center for both students and faculty. The place where they turn for their research needs. The portal, for lack of a better term. I think that we really worked hard to get a mission statement that was over-arching. It didn’t make us appear to be information geeks.  We acknowledge that we want to be a gathering place for students. But also, that we serve as the portal.  The place where they can go to get information, they can go to ask about information, and they can go to be trained in how to find information and evaluate it.","I think of it as sort of like an, um, oh, ah, it is sort of an information clearing house. We want to sort of be all things to all people; students, public, faculty. But it's also a place, so a place where people come to do all those things. It's not just where you acquire all the things but where, ya know, you come to actually find out the information. What, even if the information is not in house."
112,3.6864806825,"The overall state? Oh, I think as being a research center for both students and faculty. The place where they turn for their research needs. The portal, for lack of a better term. I think that we really worked hard to get a mission statement that was over-arching. It didn’t make us appear to be information geeks.  We acknowledge that we want to be a gathering place for students. But also, that we serve as the portal.  The place where they can go to get information, they can go to ask about information, and they can go to be trained in how to find information and evaluate it.","That's okay. I, I think what I understand is the library's vision is to create an environment that's accessible and inclusive and, ah, that encourages people not only to, ah, learn, ah, at their own pace and on their own, in their own way but also to, ah, reach out for help and to provide assistance and teaching for true people that need it and in the case advising to some classes on whether they don't think they need it or not cause it's mandatory. But, I, I think it's, ah, it's definitely along those lines of an open inclusive environment. Diversity ...."
113,3.6354180794,"The overall state? Oh, I think as being a research center for both students and faculty. The place where they turn for their research needs. The portal, for lack of a better term. I think that we really worked hard to get a mission statement that was over-arching. It didn’t make us appear to be information geeks.  We acknowledge that we want to be a gathering place for students. But also, that we serve as the portal.  The place where they can go to get information, they can go to ask about information, and they can go to be trained in how to find information and evaluate it.","Oh, um, my understanding is that the vision of the library is to provide access to information to support the research and teaching needs of the campus community. Sure, okay, um, I, I don't know that I can really elaborate on that primarily, um, except that, um, ya know, our, our role here in the, um, in special collections is to, um, do all, ya know, provide access to information for teaching and research but also to preserve, ya know, rare and unique materials. Um, and I think that a really big part of that vision is, um, has to do with accessibility to resources, to, um, ya know, the reference librarians to the physical library itself, um, and just making sure that we are, ya know, a very bustling hub of activity as far as that's concerned, um, just in relation to, ya know, providing a place for students to study and, um, ya know, making resources and space available and stuff like that."
